satellite_id,OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,operator,orbit_type,eccentricity_risk
131,MEASAT-3A,2009-032A,2026-06-20T11:06:32.450976,1.00271965,0.0002991,0.0229,9.7367,72.487,153.095,0,U,35362,999,806,0,-1.15e-06,0,GEO,GEO,0.2991
132,GOES 14,2009-033A,2026-06-20T08:21:42.534144,1.00110067,0.0001921,1.6993,83.008,13.0479,77.9267,0,U,35491,999,662,0,-3.08e-06,0,GEO,GEO,0.1921
133,FM-5,2009-034A,2026-06-20T09:12:38.572128,1.00272217,8.51e-05,0.0202,292.9387,30.9605,356.6938,0,U,35493,999,4667,0,-2.05e-06,0,GEO,GEO,0.0851
134,TERRESTAR-1,2009-035A,2026-06-20T10:03:37.380960,1.00272882,0.000269,5.1794,48.7956,33.8323,225.8999,0,U,35496,999,6216,0,-6.3e-07,0,GEO,NON_GEO,0.2689999999999999
135,ASIASAT 5,2009-042A,2026-06-21T13:15:41.486400,1.00265222,0.0001538,0.0349,55.7951,37.1346,116.3031,0,U,35696,999,6175,0,0.0,0,GEO,GEO,0.1538
136,JCSAT-12 (JCSAT-RA),2009-044A,2026-06-20T10:54:59.933376,1.00269413,6.77e-05,0.012,356.2714,303.6782,264.5034,0,U,35755,999,6164,0,-3.32e-06,0,GEO,GEO,0.0677
137,OPTUS D3,2009-044B,2026-06-19T22:10:23.534400,1.00270138,0.0002959,0.8768,268.9127,176.0247,311.9383,0,U,35756,999,6159,0,-1.51e-06,0,GEO,GEO,0.2959
138,NIMIQ 5,2009-050A,2026-06-20T09:03:44.386848,1.00269631,0.000278,0.0204,10.6229,73.2484,247.9606,0,U,35873,999,6137,0,0.0,0,GEO,GEO,0.2779999999999999
139,AMAZONAS 2,2009-054A,2026-06-20T09:03:59.364288,1.002725,0.0003227,1.8249,83.0119,7.8469,241.7331,0,U,35942,999,6121,0,-2.64e-06,0,GEO,GEO,0.3227
140,COMSATBW-1,2009-054B,2026-06-20T02:51:51.852096,1.0026925,0.0002841,0.0525,157.9793,289.0909,287.2692,0,U,35943,999,6133,0,2e-07,0,GEO,GEO,0.2841
141,NSS-12,2009-058A,2026-06-20T09:40:48.334080,1.00273043,0.0005078,0.0895,275.1676,143.768,51.875,0,U,36032,999,6095,0,6.7e-07,0,GEO,GEO,0.5078
142,THOR 6,2009-058B,2026-06-20T05:58:58.094400,1.00271829,0.0001684,0.0302,109.2282,338.7514,269.38,0,U,36033,999,6103,0,-1.5e-07,0,GEO,GEO,0.1684
143,INTELSAT 14 (IS-14),2009-064A,2026-06-20T09:11:36.134304,1.00271535,0.0002399,0.0165,337.1078,111.3226,273.07,0,U,36097,999,6063,0,-2.78e-06,0,GEO,GEO,0.2399
144,INTELSAT 15 (IS-15),2009-067A,2026-06-20T09:48:43.665408,1.00272124,0.0002207,0.017,354.0226,95.9991,50.9258,0,U,36106,999,4126,0,-1.9e-06,0,GEO,GEO,0.2207
145,WGS F3 (USA 211),2009-068A,2026-06-20T00:50:38.717376,1.00271023,2.287e-05,0.3243,85.7411,285.9294,139.2418,0,U,36108,999,4662,0,5.9e-07,0,GEO,GEO,0.0228699999999999
146,DIRECTV 12,2009-075A,2026-06-20T02:58:06.010752,1.0027184,3.053e-05,0.0333,172.6604,302.1866,95.289,0,U,36131,999,4658,0,-1.08e-06,0,GEO,GEO,0.03053
147,BEIDOU-2 G1,2010-001A,2026-06-21T13:56:59.076384,1.00268936,0.0002258,4.3048,60.4064,301.2394,257.8138,0,U,36287,999,6021,0,-2.83e-06,0,GEO,GEO,0.2258
148,SDO,2010-005A,2026-06-19T09:15:43.045632,1.00270271,0.00018315,34.6572,86.3078,48.8927,169.2237,0,U,36395,999,6008,0,-8.9e-07,0,GEO,NON_GEO,0.18315
149,INTELSAT 16 (IS-16),2010-006A,2026-06-20T08:54:38.574720,1.00272107,0.0002056,0.0099,356.3368,106.8746,222.8266,0,U,36397,999,5968,0,-2.49e-06,0,GEO,GEO,0.2056
150,EWS-G2 (GOES 15),2010-008A,2026-06-20T02:51:59.340384,1.00266729,0.0004924,1.2866,82.8036,42.0631,250.1257,0,U,36411,999,5966,0,1.5e-07,0,GEO,GEO,0.4924
151,ECHOSTAR 14,2010-010A,2026-06-20T09:55:10.822080,1.00270174,0.0002468,0.0111,53.3776,46.7441,198.3944,0,U,36499,999,4658,0,-4e-08,0,GEO,GEO,0.2468
152,SES-1,2010-016A,2026-06-20T08:30:38.771424,1.00271007,0.0002701,0.0271,302.6251,143.4771,209.1172,0,U,36516,999,5906,0,-1.19e-06,0,GEO,GEO,0.2701
153,ASTRA 3B,2010-021A,2026-06-20T07:48:34.102080,1.00272359,0.0004137,1.4774,83.5169,8.5551,317.0918,0,U,36581,999,5889,0,1.32e-06,0,GEO,GEO,0.4137
154,COMSATBW-2,2010-021B,2026-06-20T06:02:57.710112,1.00274081,0.0002758,0.053,70.6231,34.111,267.68,0,U,36582,999,5898,0,8.4e-07,0,GEO,GEO,0.2758
155,BEIDOU-2 G3,2010-024A,2026-06-21T04:15:38.714688,1.00270872,0.0007877,4.5263,61.5087,352.265,359.2042,0,U,36590,999,5880,0,-1.4e-06,0,GEO,GEO,0.7877
156,BADR-5,2010-025A,2026-06-20T07:50:26.422944,1.00273867,0.0003987,0.0587,116.4439,74.0705,226.1073,0,U,36592,999,5324,0,1.49e-06,0,GEO,GEO,0.3987
157,COMS 1,2010-032A,2026-06-20T02:57:21.691872,0.99163259,0.001165,4.8136,75.3217,12.3209,286.7612,0,U,36744,999,5111,0,8.7e-07,0,GEO,GEO,1.165
158,ARABSAT-5A,2010-032B,2026-06-20T07:50:26.422944,1.00268801,0.0005603,0.0575,42.1057,64.9875,309.573,0,U,36745,999,5867,0,1.49e-06,0,GEO,GEO,0.5603
159,ECHOSTAR 15,2010-034A,2026-06-20T09:55:10.814304,1.00270481,0.0002091,0.01,329.4882,96.2842,232.8375,0,U,36792,999,5835,0,-5e-08,0,GEO,GEO,0.2090999999999999
160,BEIDOU-2 IGSO-1,2010-036A,2026-06-20T22:01:22.240992,1.00270895,0.0059141,54.3041,162.9249,225.3137,318.8441,0,U,36828,999,5813,0,-7e-07,0,GEO,NON_GEO,5.9141
161,NILESAT 201,2010-037A,2026-06-20T09:22:27.592896,1.00270209,0.000466,0.0166,175.4166,301.0564,285.7642,0,U,36830,999,5840,0,-6.2e-07,0,GEO,GEO,0.4659999999999999
162,RASCOM-QAF 1R,2010-037B,2026-06-19T23:09:22.513824,1.00272251,0.00066078,0.0069,34.7365,50.5185,173.1762,0,U,36831,999,5833,0,1.3e-07,0,GEO,GEO,0.66078
163,AEHF-1 (USA 214),2010-039A,2026-06-20T07:50:26.422944,1.00276368,0.0004022,8.228,68.0128,8.8347,339.2923,0,U,36868,999,5368,0,1.4e-06,0,GEO,NON_GEO,0.4022
164,XM-5,2010-053A,2026-06-20T07:32:38.671008,1.00272741,0.0002705,0.0612,272.6077,287.8737,66.01,0,U,37185,999,5751,0,-2.8e-07,0,GEO,GEO,0.2705
165,BSAT-3B,2010-056B,2026-06-20T09:55:50.483136,1.00271984,0.0001685,0.0549,233.2297,298.805,355.384,0,U,37207,999,5213,0,-3.54e-06,0,GEO,GEO,0.1685
166,BEIDOU-2 G4,2010-057A,2026-06-21T12:07:38.862624,1.00270792,0.0005183,3.6588,68.9306,195.6147,347.0523,0,U,37210,999,5733,0,-1.15e-06,0,GEO,GEO,0.5183
167,SKYTERRA 1,2010-061A,2026-06-20T08:30:38.771424,1.00272186,0.0002304,5.1327,50.8589,12.9622,231.0714,0,U,37218,999,5722,0,-1.24e-06,0,GEO,NON_GEO,0.2304
168,HYLAS 1,2010-065A,2026-06-19T20:12:38.611584,1.00271861,9.728e-05,5.6517,72.9856,323.6988,188.3294,0,U,37237,999,691,0,8.2e-07,0,GEO,NON_GEO,0.09728
169,INTELSAT 17 (IS-17),2010-065B,2026-06-20T09:43:21.680256,1.00272377,0.0002686,0.0074,105.9067,3.4204,11.1218,0,U,37238,999,5328,0,-6e-08,0,GEO,GEO,0.2686
170,BEIDOU-2 IGSO-2,2010-068A,2026-06-19T21:55:00.143040,1.00282229,0.00559191,47.5419,271.7972,212.8118,220.2454,0,U,37256,999,5682,0,-2.25e-06,0,GEO,NON_GEO,5.59191
171,HISPASAT 30W-5,2010-070A,2026-06-20T09:15:58.214880,1.00271429,0.0005337,0.0545,106.385,359.4608,271.7471,0,U,37264,999,5321,0,-2.2e-06,0,GEO,GEO,0.5337000000000001
172,KOREASAT 6,2010-070B,2026-06-20T09:04:38.784288,1.00271058,0.0002243,0.0229,68.4332,29.4098,106.7797,0,U,37265,999,5680,0,-1.16e-06,0,GEO,GEO,0.2243
173,BEIDOU-2 IGSO-3,2011-013A,2026-06-18T14:41:11.762880,1.00267082,0.0034295,62.4088,40.1377,184.6608,10.0015,0,U,37384,999,5567,0,-1.9e-06,0,GEO,NON_GEO,3.4295
174,INTELSAT 28 (IS-28),2011-016A,2026-06-20T09:15:28.261728,1.00271258,0.0003722,1.8156,82.5854,7.6584,285.4997,0,U,37392,999,5331,0,-2.3e-06,0,GEO,GEO,0.3722
175,YAHSAT 1A,2011-016B,2026-06-20T09:39:18.478080,1.00269635,0.0003084,0.0156,0.9034,98.7277,6.3148,0,U,37393,999,4244,0,0.0,0,GEO,GEO,0.3084
176,SBIRS GEO-1 (USA 230),2011-019A,2026-06-20T06:13:56.657856,1.00272301,0.0001998,4.5425,53.122,29.5709,331.0681,0,U,37481,999,5542,0,9.3e-07,0,GEO,GEO,0.1998
177,TELSTAR 14R,2011-021A,2026-06-20T02:15:54.622944,1.00271568,0.00022855,0.0256,68.3391,351.2791,179.6656,0,U,37602,999,5586,0,-2.85e-06,0,GEO,GEO,0.22855
178,GSAT-8,2011-022A,2026-06-20T04:32:17.408832,1.00269263,0.00020216,2.14,81.7889,193.7112,116.049,0,U,37605,999,5324,0,8e-07,0,GEO,GEO,0.20216
179,ST-2,2011-022B,2026-06-20T09:49:36.079968,1.00271314,0.0001763,0.0174,69.294,30.1644,44.5725,0,U,37606,999,5531,0,-2.16e-06,0,GEO,GEO,0.1763
180,ZHONGXING-10,2011-026A,2026-06-21T13:11:28.558176,1.00273273,0.0003352,1.0595,84.1609,1.151,107.7856,0,U,37677,999,5504,0,-1.9e-06,0,GEO,GEO,0.3352
181,SES-3,2011-035A,2026-06-20T08:30:38.771424,1.00271591,0.0002382,1.3361,83.0559,358.6065,211.5647,0,U,37748,999,5462,0,-1.07e-06,0,GEO,GEO,0.2382
182,KAZSAT-2,2011-035B,2026-06-20T09:49:13.615968,1.00271191,0.0001352,0.0368,204.5959,309.1308,348.7192,0,U,37749,999,5343,0,-2.02e-06,0,GEO,GEO,0.1352
183,BEIDOU-2 IGSO-4,2011-038A,2026-06-19T23:19:15.452832,1.00284537,0.01595162,54.6006,165.6472,231.4774,314.4028,0,U,37763,999,5467,0,2.2e-07,0,GEO,NON_GEO,15.95162
184,ASTRA 1N,2011-041A,2026-06-20T07:47:19.221792,1.00272264,0.0006413,0.0722,28.034,74.1092,302.4267,0,U,37775,999,4455,0,1.15e-06,0,GEO,GEO,0.6413
185,BSAT-3C (JCSAT-110R),2011-041B,2026-06-20T09:55:50.483136,1.00272966,1.48e-05,0.0158,343.2052,324.4593,219.863,0,U,37776,999,5050,0,-3.55e-06,0,GEO,GEO,0.0148
186,PAKSAT-1R,2011-042A,2026-06-20T06:09:57.041280,1.00268046,0.0003342,0.6981,84.57,340.1409,334.2238,0,U,37779,999,5450,0,1.49e-06,0,GEO,GEO,0.3342
187,SES-2,2011-049A,2026-06-20T09:20:38.499936,1.00271736,0.0002714,0.0701,96.8317,349.6425,235.2805,0,U,37809,999,5399,0,-2e-06,0,GEO,GEO,0.2714
188,ARABSAT-5C,2011-049B,2026-06-20T07:47:34.199232,1.00273101,0.0003461,0.0558,25.3787,82.0626,297.9854,0,U,37810,999,5406,0,1.19e-06,0,GEO,GEO,0.3461
189,QUETZSAT 1,2011-054A,2026-06-20T09:02:29.507424,1.00271979,0.0002657,0.0334,59.3393,30.4863,237.386,0,U,37826,999,4990,0,-2.46e-06,0,GEO,GEO,0.2657
190,INTELSAT 18 (IS-18),2011-056A,2026-06-20T08:33:08.506080,1.00271683,0.0001818,0.0337,273.9541,176.4973,126.3906,0,U,37834,999,5384,0,4.8e-07,0,GEO,GEO,0.1818
191,VIASAT-1,2011-059A,2026-06-19T22:35:41.436384,1.00271358,0.00022126,0.0194,344.2727,100.037,47.6617,0,U,37843,999,4735,0,-2.9e-07,0,GEO,GEO,0.22126
192,ASIASAT 7,2011-069A,2026-06-21T03:59:38.834016,1.00270218,0.0001326,0.0432,87.0342,342.3575,5.396,0,U,37933,999,4489,0,-3.36e-06,0,GEO,GEO,0.1326
193,BEIDOU-2 IGSO-5,2011-073A,2026-06-18T16:01:15.839616,1.00272695,0.01139717,47.6748,271.5267,221.7702,105.6518,0,U,37948,999,5314,0,-1.92e-06,0,GEO,NON_GEO,11.39717
194,LUCH-5A,2011-074B,2026-06-21T12:07:38.862624,1.00271231,0.0002478,8.7658,73.745,27.2246,157.57,0,U,37951,999,5309,0,-5.5e-07,0,GEO,NON_GEO,0.2478
195,NIGCOMSAT 1R,2011-077A,2026-06-20T06:11:19.408992,1.00271454,0.0002526,0.0473,111.0877,241.1463,51.5414,0,U,38014,999,5298,0,1.4e-06,0,GEO,GEO,0.2526
196,WGS F4 (USA 233),2012-003A,2026-06-20T08:07:06.433824,1.00272401,9.5e-06,0.0194,36.9926,309.2912,132.4547,0,U,38070,999,4418,0,-2.2e-06,0,GEO,GEO,0.0095
197,SES-4,2012-007A,2026-06-20T02:27:31.685184,1.00268006,0.00027752,0.0254,31.8182,77.4924,173.8905,0,U,38087,999,5225,0,-1.74e-06,0,GEO,GEO,0.27752
198,BEIDOU-2 G5,2012-008A,2026-06-21T00:57:21.636000,1.00273091,0.0009015,3.5845,69.6825,273.5349,359.0277,0,U,38091,999,5240,0,5.3e-07,0,GEO,GEO,0.9015
199,MUOS-1,2012-009A,2026-06-20T03:58:55.169184,1.00269886,0.00584225,5.4817,47.1497,2.0238,178.911,0,U,38093,999,5247,0,-1.34e-06,0,GEO,NON_GEO,5.84225
200,INTELSAT 22 (IS-22),2012-011A,2026-06-20T09:45:06.511104,1.00272486,0.000152,0.0176,47.957,46.6214,32.4229,0,U,38098,999,722,0,-6.3e-07,0,GEO,GEO,0.152
201,APSTAR-7,2012-013A,2026-06-21T09:43:29.655840,1.00271651,0.0002686,0.0357,87.0287,10.8421,34.099,0,U,38107,999,5185,0,-1.03e-06,0,GEO,GEO,0.2686
202,YAHSAT 1B,2012-016A,2026-06-20T01:04:45.448608,1.0027522,0.00028238,0.0895,89.727,17.2229,225.0965,0,U,38245,999,4563,0,1.21e-06,0,GEO,GEO,0.2823799999999999
203,AEHF-2 (USA 235),2012-019A,2026-06-20T09:19:50.344032,1.00271549,0.0002221,6.6576,57.4654,27.3152,307.2115,0,U,38254,999,701,0,-1.42e-06,0,GEO,NON_GEO,0.2221
204,JCSAT-13,2012-023A,2026-06-20T11:35:28.853376,1.00272452,0.0002373,0.0265,67.033,19.9743,119.5641,0,U,38331,999,5157,0,-3.6e-06,0,GEO,GEO,0.2372999999999999
205,VINASAT-2,2012-023B,2026-06-19T22:03:31.692384,1.00271085,0.00021978,0.0136,359.2227,92.1545,279.4824,0,U,38332,999,4668,0,-3.34e-06,0,GEO,GEO,0.21978
206,NIMIQ 6,2012-026A,2026-06-20T08:58:29.889120,1.00272093,0.0002676,0.0119,354.9173,90.0185,227.1625,0,U,38342,999,5044,0,-1.78e-06,0,GEO,GEO,0.2676
207,ZHONGXING-2A,2012-028A,2026-06-20T03:01:51.068928,1.00271875,0.00039514,1.4631,83.8506,43.8835,284.3059,0,U,38352,999,5132,0,-2.98e-06,0,GEO,GEO,0.39514
208,INTELSAT 19 (IS-19),2012-030A,2026-06-20T09:04:38.784288,1.00271802,0.0003032,0.0149,26.2915,71.0261,113.4249,0,U,38356,999,5048,0,-6.1e-07,0,GEO,GEO,0.3032
209,ECHOSTAR 17,2012-035A,2026-06-20T00:20:36.975840,1.00270699,0.00022041,0.0186,17.0829,68.9983,80.195,0,U,38551,999,5109,0,-8e-07,0,GEO,GEO,0.22041
210,METEOSAT-10 (MSG-3),2012-035B,2026-06-20T00:51:16.742016,1.00266543,0.00014843,4.6793,61.0121,2.4454,217.8971,0,U,38552,999,5088,0,-1.3e-07,0,GEO,GEO,0.1484299999999999
211,SES-5,2012-036A,2026-06-20T02:35:15.942624,1.00272034,0.00018505,0.0456,317.008,132.7689,222.3295,0,U,38652,999,4448,0,2.9e-07,0,GEO,GEO,0.18505
212,INTELSAT 20 (IS-20),2012-043A,2026-06-20T09:43:44.144256,1.0027036,0.0001322,0.0049,38.4447,143.5655,301.0434,0,U,38740,999,5078,0,-2.9e-07,0,GEO,GEO,0.1321999999999999
213,HYLAS 2,2012-043B,2026-06-20T09:03:44.386848,1.00272037,0.0002469,2.4365,81.0337,28.4508,222.4626,0,U,38741,999,5080,0,-2.62e-06,0,GEO,GEO,0.2468999999999999
214,INTELSAT 21 (IS-21),2012-045A,2026-06-20T09:07:58.980000,1.00272238,0.000146,0.0191,17.6891,83.4046,246.4937,0,U,38749,999,5055,0,-2.89e-06,0,GEO,GEO,0.146
215,ASTRA 2F,2012-051A,2026-06-20T07:49:48.984096,1.00271758,0.0001656,0.0546,254.3347,280.1839,239.6386,0,U,38778,999,4116,0,1.45e-06,0,GEO,GEO,0.1656
216,GSAT-10,2012-051B,2026-06-20T09:48:13.713120,1.00272193,0.0007842,0.0717,261.2491,187.3061,50.1329,0,U,38779,999,5013,0,-1.69e-06,0,GEO,GEO,0.7842
217,INTELSAT 23 (IS-23),2012-057A,2026-06-19T05:29:59.907840,1.00267375,1.343e-05,0.0099,325.5761,86.5042,244.8525,0,U,38867,999,4997,0,-2.91e-06,0,GEO,GEO,0.01343
218,BEIDOU-2 G6,2012-059A,2026-06-19T17:02:03.598368,1.002715,0.00096327,4.4288,73.4979,324.3686,209.6174,0,U,38953,999,4993,0,-1.83e-06,0,GEO,GEO,0.96327
219,LUCH-5B,2012-061A,2026-06-18T21:24:08.583264,1.00272094,0.0002465,10.4892,49.8655,150.1855,11.8366,0,U,38977,999,4962,0,-1.48e-06,0,GEO,NON_GEO,0.2464999999999999
220,YAMAL 300K,2012-061B,2026-06-21T12:29:38.700384,1.00269991,0.0001182,0.0131,275.5126,348.749,15.8095,0,U,38978,999,4967,0,7e-07,0,GEO,GEO,0.1182
221,STAR ONE C3,2012-062A,2026-06-20T08:54:38.574720,1.00267776,0.0002534,0.0196,8.718,93.9811,224.556,0,U,38991,999,4979,0,0.0,0,GEO,GEO,0.2533999999999999
222,ECHOSTAR 16,2012-065A,2026-06-20T09:06:59.077152,1.00270642,0.0002049,0.0191,10.2647,82.9109,250.6586,0,U,39008,999,4967,0,-2.86e-06,0,GEO,GEO,0.2049
223,ZHONGXING-12,2012-067A,2026-06-21T13:11:36.045600,1.00270973,0.0002832,0.048,93.3167,347.4279,114.3902,0,U,39017,999,4955,0,-2.08e-06,0,GEO,GEO,0.2832
224,YAMAL 402,2012-070A,2026-06-21T13:02:29.078304,1.00271782,0.0003866,1.2772,84.1139,4.4259,71.7085,0,U,39022,999,4944,0,8.4e-07,0,GEO,GEO,0.3866
225,SKYNET 5D,2012-075A,2026-06-20T09:39:33.452928,1.00271933,0.0003655,0.0657,357.9255,98.8857,9.4548,0,U,39034,999,4919,0,9.5e-07,0,GEO,GEO,0.3655
226,MEXSAT 3,2012-075B,2026-06-20T08:51:45.536256,1.00269027,0.0001514,0.0181,41.855,32.8939,211.9577,0,U,39035,999,708,0,-3e-07,0,GEO,GEO,0.1514
227,TDRS 11,2013-004A,2026-06-20T08:34:45.851232,1.00270611,0.0005326,3.5252,31.3084,21.7113,169.8062,0,U,39070,999,4672,0,7.3e-07,0,GEO,GEO,0.5326000000000001
228,AMAZONAS 3,2013-006A,2026-06-20T09:07:06.563712,1.00271547,0.0002138,0.0108,248.882,243.2053,212.2865,0,U,39078,999,4494,0,-2.87e-06,0,GEO,GEO,0.2138
229,AZERSPACE 1,2013-006B,2026-06-20T04:29:40.159968,1.00271706,0.00014429,0.022,61.38,56.9674,263.4413,0,U,39079,999,4883,0,1.28e-06,0,GEO,GEO,0.14429
230,SBIRS GEO-2 (USA 241),2013-011A,2026-06-20T04:02:12.791904,1.00271628,0.00021407,4.4956,52.5092,29.8679,196.7596,0,U,39120,999,4856,0,-2.93e-06,0,GEO,GEO,0.2140699999999999
231,ANIK G1,2013-014A,2026-06-20T08:38:38.700096,1.00271735,0.0001634,0.0389,271.9613,172.0946,206.8551,0,U,39127,999,4828,0,-7.8e-07,0,GEO,GEO,0.1634
232,ZHONGXING-11,2013-020A,2026-06-21T13:14:56.556672,1.00273194,0.0002342,0.0291,298.5694,127.6537,140.1548,0,U,39157,999,4794,0,-2.92e-06,0,GEO,GEO,0.2342
233,WGS F5 (USA 243),2013-024A,2026-06-20T09:09:28.836864,1.00268976,1.91e-05,0.019,1.7175,3.4151,348.3247,0,U,39168,999,4720,0,0.0,0,GEO,GEO,0.0191
234,SES-6,2013-026A,2026-06-20T09:12:58.502016,1.0027229,0.0002555,0.0186,337.8981,114.3836,274.0592,0,U,39172,999,4775,0,-2.66e-06,0,GEO,GEO,0.2554999999999999
235,IRNSS-1A,2013-034A,2026-06-18T21:29:26.733984,1.00275723,0.00175894,35.7241,63.8469,183.2529,37.3106,0,U,39199,999,4738,0,5.1e-07,0,GEO,NON_GEO,1.7589400000000002
236,MUOS-2,2013-036A,2026-06-20T08:30:53.722080,1.00273721,0.005124,5.0011,45.5331,177.3818,345.3547,0,U,39206,999,4722,0,-1.9e-07,0,GEO,NON_GEO,5.124
237,ALPHASAT,2013-038A,2026-06-20T07:48:56.566080,1.00272303,0.0001799,2.999,1.4107,89.2089,320.0084,0,U,39215,999,4405,0,1.28e-06,0,GEO,GEO,0.1799
238,INSAT-3D,2013-038B,2026-06-20T06:36:03.708288,1.00267986,6.38e-05,1.9351,82.5055,326.5441,87.9271,0,U,39216,999,4711,0,-3.45e-06,0,GEO,GEO,0.0638
239,WGS F6 (USA 244),2013-041A,2026-06-20T00:58:38.646048,1.00271592,1.593e-05,0.0193,12.6218,358.5435,136.5486,0,U,39222,999,4609,0,8.4e-07,0,GEO,GEO,0.01593
240,ES'HAIL 1,2013-044A,2026-06-20T04:23:48.221664,1.00270066,0.00019482,0.0469,356.4073,84.9069,278.502,0,U,39233,999,4665,0,1.38e-06,0,GEO,GEO,0.19482
241,GSAT-7,2013-044B,2026-06-20T09:45:36.464256,1.00270906,0.0002973,0.092,92.8909,191.2522,204.8299,0,U,39234,999,4529,0,-8.1e-07,0,GEO,GEO,0.2973
242,AMOS-4,2013-045A,2026-06-20T02:52:21.804384,1.00272245,0.00025712,0.0115,299.3424,122.6433,314.4515,0,U,39237,999,4698,0,2e-08,0,GEO,GEO,0.25712
243,AEHF-3 (USA 246),2013-050A,2026-06-20T09:28:26.669568,1.00273393,0.0087858,5.301,67.1548,188.0159,31.2798,0,U,39256,999,4568,0,2.3e-07,0,GEO,NON_GEO,8.7858
244,ASTRA 2E,2013-056A,2026-06-20T07:49:56.472384,1.00274051,0.000279,0.0717,317.8743,144.5096,312.1587,0,U,39285,999,4644,0,1.46e-06,0,GEO,GEO,0.279
245,FM-6,2013-058A,2026-06-20T08:46:26.645952,1.00271043,0.00014,0.0369,53.5945,119.558,110.7383,0,U,39360,999,4610,0,0.0,0,GEO,GEO,0.1399999999999999
246,RADUGA-1M 3,2013-062A,2026-06-18T19:09:38.685888,1.00273348,0.00018039,5.9627,72.3351,267.8367,249.2637,0,U,39375,999,4612,0,1.44e-06,0,GEO,NON_GEO,0.18039
247,SES-8,2013-071A,2026-06-20T08:08:58.753824,1.00271927,0.0002743,0.0166,297.5628,151.4996,36.7317,0,U,39460,999,4446,0,-2.74e-06,0,GEO,GEO,0.2743
248,INMARSAT 5-F1,2013-073A,2026-06-20T00:29:49.235136,1.00271043,5.858e-05,0.0172,24.3286,304.0026,9.9817,0,U,39476,999,4560,0,2.3e-07,0,GEO,GEO,0.05858
249,TKSAT-1 (TUPAC KATARI),2013-075A,2026-06-20T08:59:37.281120,1.00273277,0.0002607,0.0366,192.378,248.3219,235.5765,0,U,39481,999,4563,0,-1.99e-06,0,GEO,GEO,0.2607
250,EXPRESS-AM5,2013-077A,2026-06-21T13:56:59.060832,1.00271926,2.78e-05,0.0148,293.4123,48.4894,277.1456,0,U,39487,999,4640,0,-2.81e-06,0,GEO,GEO,0.0278
251,GSAT-14,2014-001A,2026-06-20T09:45:36.464256,1.00271396,7.94e-05,0.0443,96.3297,170.7037,221.965,0,U,39498,999,4541,0,-8.1e-07,0,GEO,GEO,0.0794
252,THAICOM 6,2014-002A,2026-06-20T09:46:51.345408,1.00272328,0.0004448,0.0737,106.679,4.5118,22.6433,0,U,39500,999,4549,0,-1.26e-06,0,GEO,GEO,0.4448
253,TDRS 12,2014-004A,2026-06-20T09:12:43.527168,1.00265941,0.0003091,3.9809,19.1631,194.6527,151.8973,0,U,39504,999,4430,0,-2.77e-06,0,GEO,GEO,0.3091
254,ABS-2,2014-006A,2026-06-20T09:45:51.439104,1.0027113,0.0003823,0.0181,333.2577,99.9811,56.7515,0,U,39508,999,4531,0,-9e-07,0,GEO,GEO,0.3823
255,ATHENA-FIDUS,2014-006B,2026-06-20T06:09:57.041280,1.00270703,0.0001319,0.037,95.065,351.4707,312.22,0,U,39509,999,4511,0,1.49e-06,0,GEO,GEO,0.1319
256,TURKSAT 4A,2014-007A,2026-06-20T04:28:32.767104,1.00267919,0.0001004,0.0668,288.2837,16.0389,73.2267,0,U,39522,999,4499,0,1.41e-06,0,GEO,GEO,0.1004
257,AMAZONAS 4A,2014-011A,2026-06-20T09:03:21.922848,1.00272928,0.0003921,0.0587,178.4109,293.4493,218.5631,0,U,39616,999,4474,0,-2.57e-06,0,GEO,GEO,0.3921
258,ASTRA 5B,2014-011B,2026-06-20T07:48:34.102080,1.00268988,0.0002057,0.0635,312.591,113.5023,343.0777,0,U,39617,999,4469,0,1.32e-06,0,GEO,GEO,0.2057
259,IRNSS-1B,2014-017A,2026-06-19T18:16:25.595040,1.00277178,0.00231505,28.9179,240.3593,189.6008,167.3236,0,U,39635,999,4481,0,1.09e-06,0,GEO,NON_GEO,2.31505
260,LUCH-5V,2014-023A,2026-06-21T04:07:38.534592,1.00273075,0.0001946,5.1436,69.7087,48.4046,307.9045,0,U,39727,999,4439,0,-2.73e-06,0,GEO,NON_GEO,0.1946
261,KAZSAT-3,2014-023B,2026-06-19T23:44:46.166208,1.00274079,3.353e-05,0.0153,31.8994,33.0502,257.9533,0,U,39728,999,4248,0,5.5e-07,0,GEO,GEO,0.03353
262,ASIASAT 8 (AMOS-7),2014-046A,2026-06-20T09:54:35.601120,1.00272598,0.0001402,0.0253,67.9261,19.3197,75.3344,0,U,40107,999,10218,0,-3.37e-06,0,GEO,GEO,0.1402
263,ASIASAT 6,2014-052A,2026-06-21T13:21:10.958976,1.00271631,8.73e-05,0.0406,85.5918,13.7399,130.6248,0,U,40141,999,4312,0,-3.63e-06,0,GEO,GEO,0.0872999999999999
